countrycode,region,year,gini
ALB,europe,1990,27
ALB,europe,1991,27
ALB,europe,1992,27
ALB,europe,1993,27
ALB,europe,1994,27
ALB,europe,1995,27
ALB,europe,1996,27
ALB,europe,1997,28.1
ALB,europe,1998,28.1
ALB,europe,1999,28.1
ALB,europe,2000,28.1
ALB,europe,2001,28.1
ALB,europe,2002,31.7
ALB,europe,2003,31.15
ALB,europe,2004,31.15
ALB,europe,2005,30.6
ALB,europe,2006,30.3
ALB,europe,2007,30.3
ALB,europe,2008,30
ALB,europe,2009,29.5
ALB,europe,2010,29.5
ALB,europe,2011,29.5
ALB,europe,2012,29
ALB,europe,2013,29
ALB,europe,2014,29
ALB,europe,2015,29
ARG,america,1990,29
ARG,america,1991,46.8
ARG,america,1992,45.5
ARG,america,1993,44.9
ARG,america,1994,45.9
ARG,america,1995,48.9
ARG,america,1996,49.5
ARG,america,1997,49.1
ARG,america,1998,50.7
ARG,america,1999,49.8
ARG,america,2000,51.1
ARG,america,2001,53.3
ARG,america,2002,53.8
ARG,america,2003,53.5
ARG,america,2004,50.2
ARG,america,2005,49.3
ARG,america,2006,48.3
ARG,america,2007,47.4
ARG,america,2008,46.3
ARG,america,2009,45.3
ARG,america,2010,44.5
ARG,america,2011,43.6
ARG,america,2012,42.5
ARG,america,2013,42.3
ARG,america,2014,42.7
ARG,america,2015,42.7
ARM,europe,1990,36.2
ARM,europe,1991,36.2
ARM,europe,1992,36.2
ARM,europe,1993,36.2
ARM,europe,1994,36.2
ARM,europe,1995,36.2
ARM,europe,1996,36.2
ARM,europe,1997,36.2
ARM,europe,1998,36.2
ARM,europe,1999,36.2
ARM,europe,2000,35.8
ARM,europe,2001,35.4
ARM,europe,2002,34.8
ARM,europe,2003,33
ARM,europe,2004,37.5
ARM,europe,2005,36
ARM,europe,2006,32.5
ARM,europe,2007,29.8
ARM,europe,2008,30.7
ARM,europe,2009,29.6
ARM,europe,2010,31.1
ARM,europe,2011,31.3
ARM,europe,2012,30.5
ARM,europe,2013,31.5
ARM,europe,2014,31.5
ARM,europe,2015,32.4
AUS,asia_pacific,1990,32.6
AUS,asia_pacific,1991,32.6
AUS,asia_pacific,1992,32.6
AUS,asia_pacific,1993,32.6
AUS,asia_pacific,1994,32.6
AUS,asia_pacific,1995,32.6
AUS,asia_pacific,1996,34.05
AUS,asia_pacific,1997,34.05
AUS,asia_pacific,1998,34.05
AUS,asia_pacific,1999,34.05
AUS,asia_pacific,2000,34.05
AUS,asia_pacific,2001,33.5
AUS,asia_pacific,2002,33.5
AUS,asia_pacific,2003,33.5
AUS,asia_pacific,2004,35.45
AUS,asia_pacific,2005,35.45
AUS,asia_pacific,2006,35.45
AUS,asia_pacific,2007,35.45
AUS,asia_pacific,2008,35.4
AUS,asia_pacific,2009,35.05
AUS,asia_pacific,2010,34.7
AUS,asia_pacific,2011,34.7
AUS,asia_pacific,2012,34.7
AUS,asia_pacific,2013,34.7
AUS,asia_pacific,2014,34.7
AUS,asia_pacific,2015,34.7
AUT,europe,1990,29.8
AUT,europe,1991,29.8
AUT,europe,1992,29.8
AUT,europe,1993,29.8
AUT,europe,1994,29.8
AUT,europe,1995,29.8
AUT,europe,1996,29.8
AUT,europe,1997,29.8
AUT,europe,1998,29.8
AUT,europe,1999,29.8
AUT,europe,2000,29.8
AUT,europe,2001,29.8
AUT,europe,2002,29.8
AUT,europe,2003,29.8
AUT,europe,2004,29.8
AUT,europe,2005,28.7
AUT,europe,2006,29.6
AUT,europe,2007,30.6
AUT,europe,2008,30.4
AUT,europe,2009,31.5
AUT,europe,2010,30.3
AUT,europe,2011,30.8
AUT,europe,2012,31.1
AUT,europe,2013,30.9
AUT,europe,2014,30.5
AUT,europe,2015,34.7
AZE,asia_pacific,1990,34.7
AZE,asia_pacific,1991,34.7
AZE,asia_pacific,1992,34.7
AZE,asia_pacific,1993,34.7
AZE,asia_pacific,1994,34.7
AZE,asia_pacific,1995,34.7
AZE,asia_pacific,1996,35.6
AZE,asia_pacific,1997,35.6
AZE,asia_pacific,1998,35.6
AZE,asia_pacific,1999,35.6
AZE,asia_pacific,2000,35.6
AZE,asia_pacific,2001,36.5
AZE,asia_pacific,2002,17.4
AZE,asia_pacific,2003,18.8
AZE,asia_pacific,2004,16.2
AZE,asia_pacific,2005,16.6
AZE,asia_pacific,2006,24.2
AZE,asia_pacific,2007,24.2
AZE,asia_pacific,2008,31.8
AZE,asia_pacific,2009,31.8
AZE,asia_pacific,2010,31.8
AZE,asia_pacific,2011,31.8
AZE,asia_pacific,2012,31.8
AZE,asia_pacific,2013,31.8
AZE,asia_pacific,2014,31.8
AZE,asia_pacific,2015,31.8
BDI,sub_africa,1990,33.3
BDI,sub_africa,1991,33.3
BDI,sub_africa,1992,33.3
BDI,sub_africa,1993,37.8
BDI,sub_africa,1994,37.8
BDI,sub_africa,1995,37.8
BDI,sub_africa,1996,37.8
BDI,sub_africa,1997,37.8
BDI,sub_africa,1998,42.3
BDI,sub_africa,1999,37.85
BDI,sub_africa,2000,37.85
BDI,sub_africa,2001,37.85
BDI,sub_africa,2002,37.85
BDI,sub_africa,2003,37.85
BDI,sub_africa,2004,37.85
BDI,sub_africa,2005,37.85
BDI,sub_africa,2006,33.4
BDI,sub_africa,2007,36.3
BDI,sub_africa,2008,36.3
BDI,sub_africa,2009,36.3
BDI,sub_africa,2010,36.3
BDI,sub_africa,2011,36.3
BDI,sub_africa,2012,36.3
BDI,sub_africa,2013,39.2
BDI,sub_africa,2014,39.2
BDI,sub_africa,2015,39.2
BEL,europe,1990,30.5
BEL,europe,1991,30.5
BEL,europe,1992,30.5
BEL,europe,1993,30.5
BEL,europe,1994,30.5
BEL,europe,1995,30.5
BEL,europe,1996,30.5
BEL,europe,1997,30.5
BEL,europe,1998,30.5
BEL,europe,1999,30.5
BEL,europe,2000,30.5
BEL,europe,2001,30.5
BEL,europe,2002,30.5
BEL,europe,2003,30.5
BEL,europe,2004,30.5
BEL,europe,2005,29.3
BEL,europe,2006,28
BEL,europe,2007,29.2
BEL,europe,2008,28.4
BEL,europe,2009,28.5
BEL,europe,2010,28.4
BEL,europe,2011,28.1
BEL,europe,2012,27.5
BEL,europe,2013,27.7
BEL,europe,2014,28.1
BEL,europe,2015,28.1
BFA,sub_africa,1990,48.1
BFA,sub_africa,1991,48.1
BFA,sub_africa,1992,48.1
BFA,sub_africa,1993,48.1
BFA,sub_africa,1994,48.1
BFA,sub_africa,1995,49
BFA,sub_africa,1996,49
BFA,sub_africa,1997,49
BFA,sub_africa,1998,49.9
BFA,sub_africa,1999,46.6
BFA,sub_africa,2000,46.6
BFA,sub_africa,2001,46.6
BFA,sub_africa,2002,46.6
BFA,sub_africa,2003,43.3
BFA,sub_africa,2004,41.55
BFA,sub_africa,2005,41.55
BFA,sub_africa,2006,41.55
BFA,sub_africa,2007,41.55
BFA,sub_africa,2008,41.55
BFA,sub_africa,2009,39.8
BFA,sub_africa,2010,37.55
BFA,sub_africa,2011,37.55
BFA,sub_africa,2012,37.55
BFA,sub_africa,2013,37.55
BFA,sub_africa,2014,35.3
BFA,sub_africa,2015,35.3
BGD,asia_pacific,1990,27.6
BGD,asia_pacific,1991,27.6
BGD,asia_pacific,1992,30.25
BGD,asia_pacific,1993,30.25
BGD,asia_pacific,1994,30.25
BGD,asia_pacific,1995,32.9
BGD,asia_pacific,1996,33.15
BGD,asia_pacific,1997,33.15
BGD,asia_pacific,1998,33.15
BGD,asia_pacific,1999,33.15
BGD,asia_pacific,2000,33.4
BGD,asia_pacific,2001,33.3
BGD,asia_pacific,2002,33.3
BGD,asia_pacific,2003,33.3
BGD,asia_pacific,2004,33.3
BGD,asia_pacific,2005,33.2
BGD,asia_pacific,2006,33.15
BGD,asia_pacific,2007,33.15
BGD,asia_pacific,2008,33.15
BGD,asia_pacific,2009,33.15
BGD,asia_pacific,2010,32.1
BGD,asia_pacific,2011,32.1
BGD,asia_pacific,2012,32.1
BGD,asia_pacific,2013,32.1
BGD,asia_pacific,2014,32.1
BGD,asia_pacific,2015,32.1
BGR,europe,1990,30.7
BGR,europe,1991,30.7
BGR,europe,1992,30.7
BGR,europe,1993,33.2
BGR,europe,1994,33.2
BGR,europe,1995,33.2
BGR,europe,1996,33.2
BGR,europe,1997,33.2
BGR,europe,1998,33.2
BGR,europe,1999,33.2
BGR,europe,2000,33.2
BGR,europe,2001,33.2
BGR,europe,2002,33.2
BGR,europe,2003,33.2
BGR,europe,2004,33.2
BGR,europe,2005,33.2
BGR,europe,2006,35.7
BGR,europe,2007,36.1
BGR,europe,2008,33.6
BGR,europe,2009,33.8
BGR,europe,2010,35.7
BGR,europe,2011,34.3
BGR,europe,2012,36
BGR,europe,2013,36.6
BGR,europe,2014,37.4
BGR,europe,2015,37.4
BLR,europe,1990,32.3
BLR,europe,1991,32.3
BLR,europe,1992,32.3
BLR,europe,1993,32.3
BLR,europe,1994,32.3
BLR,europe,1995,32.3
BLR,europe,1996,32.3
BLR,europe,1997,32.3
BLR,europe,1998,32.3
BLR,europe,1999,32
BLR,europe,2000,31.2
BLR,europe,2001,30.6
BLR,europe,2002,30.3
BLR,europe,2003,28.8
BLR,europe,2004,26.5
BLR,europe,2005,27.5
BLR,europe,2006,28.3
BLR,europe,2007,29.6
BLR,europe,2008,27.8
BLR,europe,2009,27.7
BLR,europe,2010,28.6
BLR,europe,2011,27.1
BLR,europe,2012,26.5
BLR,europe,2013,26.6
BLR,europe,2014,27.2
BLR,europe,2015,26.7
BLZ,america,1990,60.3
BLZ,america,1991,60.3
BLZ,america,1992,60.3
BLZ,america,1993,60.3
BLZ,america,1994,60.9
BLZ,america,1995,58.75
BLZ,america,1996,56.6
BLZ,america,1997,60.4
BLZ,america,1998,54.9
BLZ,america,1999,53.3
BLZ,america,2000,53.3
BLZ,america,2001,53.3
BLZ,america,2002,53.3
BLZ,america,2003,53.3
BLZ,america,2004,53.3
BLZ,america,2005,53.3
BLZ,america,2006,53.3
BLZ,america,2007,53.3
BLZ,america,2008,53.3
BLZ,america,2009,53.3
BLZ,america,2010,53.3
BLZ,america,2011,53.3
BLZ,america,2012,53.3
BLZ,america,2013,53.3
BLZ,america,2014,53.3
BLZ,america,2015,53.3
BOL,america,1990,42
BOL,america,1991,50.1
BOL,america,1992,50.1
BOL,america,1993,50.1
BOL,america,1994,50.1
BOL,america,1995,50.1
BOL,america,1996,50.1
BOL,america,1997,58.2
BOL,america,1998,58.15
BOL,america,1999,58.1
BOL,america,2000,63
BOL,america,2001,58.9
BOL,america,2002,60.2
BOL,america,2003,57.6
BOL,america,2004,55
BOL,america,2005,58.5
BOL,america,2006,56.9
BOL,america,2007,55.4
BOL,america,2008,51.4
BOL,america,2009,49.7
BOL,america,2010,48
BOL,america,2011,46.3
BOL,america,2012,46.7
BOL,america,2013,48.1
BOL,america,2014,48.4
BOL,america,2015,45.8
BRA,america,1990,60.5
BRA,america,1991,56.85
BRA,america,1992,53.2
BRA,america,1993,60.1
BRA,america,1994,59.85
BRA,america,1995,59.6
BRA,america,1996,59.9
BRA,america,1997,59.8
BRA,america,1998,59.6
BRA,america,1999,59
BRA,america,2000,59.15
BRA,america,2001,59.3
BRA,america,2002,58.6
BRA,america,2003,58
BRA,america,2004,56.9
BRA,america,2005,56.6
BRA,america,2006,55.9
BRA,america,2007,55.2
BRA,america,2008,54.4
BRA,america,2009,53.9
BRA,america,2010,53.5
BRA,america,2011,53.1
BRA,america,2012,52.7
BRA,america,2013,52.9
BRA,america,2014,51.5
BRA,america,2015,51.3
CAN,america,1990,31
CAN,america,1991,31
CAN,america,1992,31.15
CAN,america,1993,31.15
CAN,america,1994,31.3
CAN,america,1995,31.45
CAN,america,1996,31.45
CAN,america,1997,31.6
CAN,america,1998,33.2
CAN,america,1999,32.25
CAN,america,2000,33.3
CAN,america,2001,33.5
CAN,america,2002,33.5
CAN,america,2003,33.5
CAN,america,2004,33.7
CAN,america,2005,33.75
CAN,america,2006,33.75
CAN,america,2007,33.8
CAN,america,2008,33.7
CAN,america,2009,33.7
CAN,america,2010,33.6
CAN,america,2011,33.8
CAN,america,2012,33.8
CAN,america,2013,34
CAN,america,2014,34
CAN,america,2015,34
CHE,europe,1990,34.3
CHE,europe,1991,34.3
CHE,europe,1992,34.3
CHE,europe,1993,34.3
CHE,europe,1994,34.3
CHE,europe,1995,34.3
CHE,europe,1996,34.3
CHE,europe,1997,34.3
CHE,europe,1998,34.3
CHE,europe,1999,34.3
CHE,europe,2000,34.3
CHE,europe,2001,34.3
CHE,europe,2002,34.3
CHE,europe,2003,34.3
CHE,europe,2004,34.3
CHE,europe,2005,34.3
CHE,europe,2006,34.3
CHE,europe,2007,34.3
CHE,europe,2008,33.8
CHE,europe,2009,32.9
CHE,europe,2010,32.5
CHE,europe,2011,31.7
CHE,europe,2012,31.6
CHE,europe,2013,32.5
CHE,europe,2014,32.5
CHE,europe,2015,32.5
CHL,america,1990,57.3
CHL,america,1991,56.05
CHL,america,1992,54.8
CHL,america,1993,55.6
CHL,america,1994,56.4
CHL,america,1995,55.65
CHL,america,1996,54.9
CHL,america,1997,55.2
CHL,america,1998,55.5
CHL,america,1999,54.15
CHL,america,2000,52.8
CHL,america,2001,52.15
CHL,america,2002,52.15
CHL,america,2003,51.5
CHL,america,2004,49.85
CHL,america,2005,49.85
CHL,america,2006,48.2
CHL,america,2007,48.6
CHL,america,2008,48.6
CHL,america,2009,49
CHL,america,2010,48.3
CHL,america,2011,47.6
CHL,america,2012,47.45
CHL,america,2013,47.3
CHL,america,2014,47.5
CHL,america,2015,47.7
CIV,sub_africa,1990,NA
CIV,sub_africa,1991,NA
CIV,sub_africa,1992,39.4
CIV,sub_africa,1993,NA
CIV,sub_africa,1994,NA
CIV,sub_africa,1995,40.6
CIV,sub_africa,1996,NA
CIV,sub_africa,1997,NA
CIV,sub_africa,1998,39
CIV,sub_africa,1999,NA
CIV,sub_africa,2000,NA
CIV,sub_africa,2001,NA
CIV,sub_africa,2002,41.3
CIV,sub_africa,2003,NA
CIV,sub_africa,2004,NA
CIV,sub_africa,2005,NA
CIV,sub_africa,2006,NA
CIV,sub_africa,2007,NA
CIV,sub_africa,2008,43.2
CIV,sub_africa,2009,NA
CIV,sub_africa,2010,NA
CIV,sub_africa,2011,NA
CIV,sub_africa,2012,NA
CIV,sub_africa,2013,NA
CIV,sub_africa,2014,NA
CIV,sub_africa,2015,41.7
COL,america,1990,NA
COL,america,1991,NA
COL,america,1992,51.5
COL,america,1993,NA
COL,america,1994,NA
COL,america,1995,NA
COL,america,1996,56.9
COL,america,1997,NA
COL,america,1998,NA
COL,america,1999,58.7
COL,america,2000,58.7
COL,america,2001,57.8
COL,america,2002,58.3
COL,america,2003,54.4
COL,america,2004,56.1
COL,america,2005,55
COL,america,2006,NA
COL,america,2007,NA
COL,america,2008,56
COL,america,2009,55.9
COL,america,2010,55.5
COL,america,2011,54.2
COL,america,2012,53.5
COL,america,2013,53.5
COL,america,2014,53.5
COL,america,2015,51.1
CRI,america,1990,45.3
CRI,america,1991,46.7
CRI,america,1992,45.7
CRI,america,1993,46
CRI,america,1994,46.8
CRI,america,1995,45.7
CRI,america,1996,46.5
CRI,america,1997,45.6
CRI,america,1998,45.7
CRI,america,1999,47.7
CRI,america,2000,47.4
CRI,america,2001,51.1
CRI,america,2002,50.9
CRI,america,2003,49.9
CRI,america,2004,48.9
CRI,america,2005,47.8
CRI,america,2006,49.3
CRI,america,2007,49.5
CRI,america,2008,49.1
CRI,america,2009,51
CRI,america,2010,48.1
CRI,america,2011,48.6
CRI,america,2012,48.6
CRI,america,2013,49.2
CRI,america,2014,48.5
CRI,america,2015,48.2
CYP,europe,1990,30.1
CYP,europe,1991,30.1
CYP,europe,1992,30.1
CYP,europe,1993,30.1
CYP,europe,1994,30.1
CYP,europe,1995,30.1
CYP,europe,1996,30.1
CYP,europe,1997,30.1
CYP,europe,1998,30.1
CYP,europe,1999,30.1
CYP,europe,2000,30.1
CYP,europe,2001,30.1
CYP,europe,2002,30.1
CYP,europe,2003,30.1
CYP,europe,2004,30.1
CYP,europe,2005,30.3
CYP,europe,2006,31.1
CYP,europe,2007,31.1
CYP,europe,2008,31.7
CYP,europe,2009,32.1
CYP,europe,2010,31.5
CYP,europe,2011,32.6
CYP,europe,2012,34.3
CYP,europe,2013,37
CYP,europe,2014,35.6
CYP,europe,2015,35.6
CZE,europe,1990,26.6
CZE,europe,1991,26.6
CZE,europe,1992,26.6
CZE,europe,1993,26.6
CZE,europe,1994,26.7
CZE,europe,1995,26.7
CZE,europe,1996,25.8
CZE,europe,1997,26.65
CZE,europe,1998,26.65
CZE,europe,1999,26.65
CZE,europe,2000,26.65
CZE,europe,2001,26.65
CZE,europe,2002,26.65
CZE,europe,2003,26.65
CZE,europe,2004,27.5
CZE,europe,2005,27
CZE,europe,2006,26.7
CZE,europe,2007,26
CZE,europe,2008,26.3
CZE,europe,2009,26.2
CZE,europe,2010,26.6
CZE,europe,2011,26.4
CZE,europe,2012,26.1
CZE,europe,2013,26.5
CZE,europe,2014,25.9
CZE,europe,2015,31.8
DEU,europe,1990,31.8
DEU,europe,1991,31.8
DEU,europe,1992,31.8
DEU,europe,1993,31.8
DEU,europe,1994,31.8
DEU,europe,1995,31.8
DEU,europe,1996,31.8
DEU,europe,1997,31.8
DEU,europe,1998,31.8
DEU,europe,1999,31.8
DEU,europe,2000,31.8
DEU,europe,2001,31.8
DEU,europe,2002,31.8
DEU,europe,2003,31.8
DEU,europe,2004,31.8
DEU,europe,2005,31.8
DEU,europe,2006,31.8
DEU,europe,2007,31.9
DEU,europe,2008,31.1
DEU,europe,2009,31.2
DEU,europe,2010,30.7
DEU,europe,2011,30
DEU,europe,2012,30.7
DEU,europe,2013,31.4
DEU,europe,2014,31.4
DEU,europe,2015,31.4
DNK,europe,1990,24.9
DNK,europe,1991,24.9
DNK,europe,1992,24.9
DNK,europe,1993,24.9
DNK,europe,1994,24.9
DNK,europe,1995,24.9
DNK,europe,1996,24.9
DNK,europe,1997,24.9
DNK,europe,1998,24.9
DNK,europe,1999,24.9
DNK,europe,2000,24.9
DNK,europe,2001,24.9
DNK,europe,2002,24.9
DNK,europe,2003,24.9
DNK,europe,2004,24.9
DNK,europe,2005,25.2
DNK,europe,2006,25.9
DNK,europe,2007,26.2
DNK,europe,2008,25.3
DNK,europe,2009,26.7
DNK,europe,2010,27.3
DNK,europe,2011,27.5
DNK,europe,2012,27.8
DNK,europe,2013,28.5
DNK,europe,2014,28.5
DNK,europe,2015,28.5
DOM,america,1990,51.4
DOM,america,1991,51.4
DOM,america,1992,51.4
DOM,america,1993,49.4
DOM,america,1994,49.4
DOM,america,1995,49.4
DOM,america,1996,47.4
DOM,america,1997,48.9
DOM,america,1998,50.45
DOM,america,1999,50.45
DOM,america,2000,52
DOM,america,2001,50.4
DOM,america,2002,50.1
DOM,america,2003,52.1
DOM,america,2004,52
DOM,america,2005,50
DOM,america,2006,51.9
DOM,america,2007,48.7
DOM,america,2008,49
DOM,america,2009,48.9
DOM,america,2010,47.2
DOM,america,2011,47.4
DOM,america,2012,45.7
DOM,america,2013,47.1
DOM,america,2014,44.5
DOM,america,2015,44.9
ECU,america,1990,53.4
ECU,america,1991,53.4
ECU,america,1992,53.4
ECU,america,1993,53.4
ECU,america,1994,53.4
ECU,america,1995,51.55
ECU,america,1996,51.55
ECU,america,1997,51.55
ECU,america,1998,49.7
ECU,america,1999,58.6
ECU,america,2000,56.4
ECU,america,2001,55.7
ECU,america,2002,55.7
ECU,america,2003,55
ECU,america,2004,54.1
ECU,america,2005,54.1
ECU,america,2006,53.2
ECU,america,2007,54.3
ECU,america,2008,50.6
ECU,america,2009,49.3
ECU,america,2010,49.3
ECU,america,2011,46.2
ECU,america,2012,46.6
ECU,america,2013,47.3
ECU,america,2014,45.4
ECU,america,2015,46.5
EGY,middle_east,1990,32
EGY,middle_east,1991,31.05
EGY,middle_east,1992,31.05
EGY,middle_east,1993,31.05
EGY,middle_east,1994,31.05
EGY,middle_east,1995,30.1
EGY,middle_east,1996,31.45
EGY,middle_east,1997,31.45
EGY,middle_east,1998,31.45
EGY,middle_east,1999,32.8
EGY,middle_east,2000,32.35
EGY,middle_east,2001,32.35
EGY,middle_east,2002,32.35
EGY,middle_east,2003,32.35
EGY,middle_east,2004,31.9
EGY,middle_east,2005,31.5
EGY,middle_east,2006,31.5
EGY,middle_east,2007,31.5
EGY,middle_east,2008,31.1
EGY,middle_east,2009,31.3
EGY,middle_east,2010,31.5
EGY,middle_east,2011,30.65
EGY,middle_east,2012,29.8
EGY,middle_east,2013,30.8
EGY,middle_east,2014,30.8
EGY,middle_east,2015,31.8
ESP,europe,1990,33.3
ESP,europe,1991,33.3
ESP,europe,1992,33.3
ESP,europe,1993,33.3
ESP,europe,1994,33.3
ESP,europe,1995,33.3
ESP,europe,1996,33.3
ESP,europe,1997,33.3
ESP,europe,1998,33.3
ESP,europe,1999,33.3
ESP,europe,2000,33.3
ESP,europe,2001,33.3
ESP,europe,2002,33.3
ESP,europe,2003,33.3
ESP,europe,2004,33.3
ESP,europe,2005,32.4
ESP,europe,2006,32.5
ESP,europe,2007,33.1
ESP,europe,2008,34.2
ESP,europe,2009,34.9
ESP,europe,2010,35.3
ESP,europe,2011,35.7
ESP,europe,2012,35.4
ESP,europe,2013,36.2
ESP,europe,2014,36
ESP,europe,2015,36
EST,europe,1990,39.5
EST,europe,1991,39.5
EST,europe,1992,39.5
EST,europe,1993,39.5
EST,europe,1994,38.35
EST,europe,1995,38.35
EST,europe,1996,38.35
EST,europe,1997,38.35
EST,europe,1998,38.35
EST,europe,1999,38.35
EST,europe,2000,38.35
EST,europe,2001,38.35
EST,europe,2002,38.35
EST,europe,2003,37.2
EST,europe,2004,33.6
EST,europe,2005,33.5
EST,europe,2006,33.7
EST,europe,2007,31.2
EST,europe,2008,31.9
EST,europe,2009,31.4
EST,europe,2010,32
EST,europe,2011,32.5
EST,europe,2012,32.9
EST,europe,2013,35.1
EST,europe,2014,34.6
EST,europe,2015,34.6
FIN,europe,1990,27.9
FIN,europe,1991,27.9
FIN,europe,1992,27.9
FIN,europe,1993,27.9
FIN,europe,1994,27.9
FIN,europe,1995,27.9
FIN,europe,1996,27.9
FIN,europe,1997,27.9
FIN,europe,1998,27.9
FIN,europe,1999,27.9
FIN,europe,2000,27.9
FIN,europe,2001,27.9
FIN,europe,2002,27.9
FIN,europe,2003,27.9
FIN,europe,2004,27.9
FIN,europe,2005,27.6
FIN,europe,2006,28
FIN,europe,2007,28.3
FIN,europe,2008,27.8
FIN,europe,2009,27.5
FIN,europe,2010,27.7
FIN,europe,2011,27.6
FIN,europe,2012,27.1
FIN,europe,2013,27.2
FIN,europe,2014,26.8
FIN,europe,2015,26.8
FRA,europe,1990,30.6
FRA,europe,1991,30.6
FRA,europe,1992,30.6
FRA,europe,1993,30.6
FRA,europe,1994,30.6
FRA,europe,1995,30.6
FRA,europe,1996,30.6
FRA,europe,1997,30.6
FRA,europe,1998,30.6
FRA,europe,1999,30.6
FRA,europe,2000,30.6
FRA,europe,2001,30.6
FRA,europe,2002,30.6
FRA,europe,2003,30.6
FRA,europe,2004,30.6
FRA,europe,2005,29.8
FRA,europe,2006,29.7
FRA,europe,2007,32.4
FRA,europe,2008,33
FRA,europe,2009,33.35
FRA,europe,2010,33.7
FRA,europe,2011,33.3
FRA,europe,2012,33
FRA,europe,2013,32.5
FRA,europe,2014,32.3
FRA,europe,2015,32.3
GBR,europe,1990,36
GBR,europe,1991,36
GBR,europe,1992,36
GBR,europe,1993,36
GBR,europe,1994,36
GBR,europe,1995,36
GBR,europe,1996,36
GBR,europe,1997,36
GBR,europe,1998,36
GBR,europe,1999,36
GBR,europe,2000,36
GBR,europe,2001,36
GBR,europe,2002,36
GBR,europe,2003,36
GBR,europe,2004,36
GBR,europe,2005,34.3
GBR,europe,2006,34.6
GBR,europe,2007,35.7
GBR,europe,2008,34.1
GBR,europe,2009,34.3
GBR,europe,2010,34.4
GBR,europe,2011,33.2
GBR,europe,2012,32.3
GBR,europe,2013,33.2
GBR,europe,2014,34.1
GBR,europe,2015,34.1
GEO,europe,1990,37.1
GEO,europe,1991,37.1
GEO,europe,1992,37.1
GEO,europe,1993,37.1
GEO,europe,1994,37.1
GEO,europe,1995,37.1
GEO,europe,1996,37.1
GEO,europe,1997,42
GEO,europe,1998,41.3
GEO,europe,1999,40.2
GEO,europe,2000,40.5
GEO,europe,2001,39.6
GEO,europe,2002,39.6
GEO,europe,2003,39.5
GEO,europe,2004,39.8
GEO,europe,2005,40.3
GEO,europe,2006,39.7
GEO,europe,2007,40.6
GEO,europe,2008,40.6
GEO,europe,2009,41.7
GEO,europe,2010,42.1
GEO,europe,2011,41.6
GEO,europe,2012,41.3
GEO,europe,2013,40
GEO,europe,2014,40.1
GEO,europe,2015,38.5
GHA,sub_africa,1990,38.4
GHA,sub_africa,1991,38.4
GHA,sub_africa,1992,39.25
GHA,sub_africa,1993,39.25
GHA,sub_africa,1994,39.25
GHA,sub_africa,1995,39.25
GHA,sub_africa,1996,39.25
GHA,sub_africa,1997,39.25
GHA,sub_africa,1998,40.1
GHA,sub_africa,1999,41.45
GHA,sub_africa,2000,41.45
GHA,sub_africa,2001,41.45
GHA,sub_africa,2002,41.45
GHA,sub_africa,2003,41.45
GHA,sub_africa,2004,41.45
GHA,sub_africa,2005,42.8
GHA,sub_africa,2006,42.5
GHA,sub_africa,2007,42.5
GHA,sub_africa,2008,42.5
GHA,sub_africa,2009,42.5
GHA,sub_africa,2010,42.5
GHA,sub_africa,2011,42.5
GHA,sub_africa,2012,42.2
GHA,sub_africa,2013,42.2
GHA,sub_africa,2014,42.2
GHA,sub_africa,2015,42.2
GIN,sub_africa,1990,46.8
GIN,sub_africa,1991,46.8
GIN,sub_africa,1992,46.45
GIN,sub_africa,1993,46.275
GIN,sub_africa,1994,46.1
GIN,sub_africa,1995,44.55
GIN,sub_africa,1996,44.55
GIN,sub_africa,1997,44.55
GIN,sub_africa,1998,44.55
GIN,sub_africa,1999,44.55
GIN,sub_africa,2000,44.55
GIN,sub_africa,2001,44.55
GIN,sub_africa,2002,43
GIN,sub_africa,2003,41.2
GIN,sub_africa,2004,41.2
GIN,sub_africa,2005,41.2
GIN,sub_africa,2006,41.2
GIN,sub_africa,2007,39.4
GIN,sub_africa,2008,36.55
GIN,sub_africa,2009,36.55
GIN,sub_africa,2010,36.55
GIN,sub_africa,2011,36.55
GIN,sub_africa,2012,33.7
GIN,sub_africa,2013,33.7
GIN,sub_africa,2014,33.7
GIN,sub_africa,2015,33.7
GRC,europe,1990,33.6
GRC,europe,1991,33.6
GRC,europe,1992,33.6
GRC,europe,1993,33.6
GRC,europe,1994,33.6
GRC,europe,1995,33.6
GRC,europe,1996,33.6
GRC,europe,1997,33.6
GRC,europe,1998,33.6
GRC,europe,1999,33.6
GRC,europe,2000,33.6
GRC,europe,2001,33.6
GRC,europe,2002,33.6
GRC,europe,2003,33.6
GRC,europe,2004,33.6
GRC,europe,2005,34.6
GRC,europe,2006,35.1
GRC,europe,2007,34
GRC,europe,2008,33.6
GRC,europe,2009,33.6
GRC,europe,2010,34.1
GRC,europe,2011,34.8
GRC,europe,2012,36.3
GRC,europe,2013,36.1
GRC,europe,2014,35.8
GRC,europe,2015,35.8
GTM,america,1990,54.8
GTM,america,1991,54.8
GTM,america,1992,54.8
GTM,america,1993,54.8
GTM,america,1994,54.8
GTM,america,1995,54.8
GTM,america,1996,54.8
GTM,america,1997,54.8
GTM,america,1998,54.8
GTM,america,1999,54.8
GTM,america,2000,54.8
GTM,america,2001,54.85
GTM,america,2002,54.85
GTM,america,2003,54.85
GTM,america,2004,54.85
GTM,america,2005,54.85
GTM,america,2006,54.9
